Survived,Pclass,Sex,SibSp,Parch,Embarked,relatives,Age_Class,Age_Class_Emb,Age_Adults,Age_Children,Age_Middle Age,Age_Retired,Age_Senior,Age_Teens,Age_Young Adults,Age_Youngsters,Fare_Extremely High,Fare_Extremely Low,Fare_High,Fare_Low,Fare_Very High,Fare_Very Low,travelled_alone_no,travelled_alone_yes,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Officer,Title_Royality
1,0.8273772438659699,1.3555735383351193,0.4327933656785018,0.7676298785983874,-0.5688371232977536,0.6792945838081278,-1.5386504935332628,-1.0812431252968697,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1,-1.5661069258891576,1.3555735383351193,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,-0.19545285502518395,-0.4311553913794366,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,-0.13705295769874573,-0.4028907072960699,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,0.8273772438659699,-0.7376951317802901,0.4327933656785018,5.73284383018578,-0.5688371232977536,3.1598334123861687,1.5273441161047434,0.40265278907987995,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0,0.8273772438659699,1.3555735383351193,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,-0.6626520336366897,-0.6572728640463699,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1,-0.3693648410115938,1.3555735383351193,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,1.3229444754622095,0.30372639478809665,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,0.8273772438659699,-0.7376951317802901,3.1548090514635256,0.7676298785983874,2.5791993789277026,2.5396987052416584,-1.7138501855125774,-0.9964490730467698,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1,-0.3693648410115938,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,-0.07865306037230752,-0.3746260232127032,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,0.8273772438659699,1.3555735383351193,0.4327933656785018,-0.4736736092984604,-0.5688371232977536,0.059159876663617696,0.8265453481874848,0.06347658007948001,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
1,0.8273772438659699,1.3555735383351193,-0.47454519624983954,-0.4736736092984604,1.0051811278149745,-0.5609748304808925,-0.13705295769874573,0.4450498152049299,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,-0.3693648410115938,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.15494652893344532,-0.2615672868792366,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1,-0.3693648410115938,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.09654663160700712,-0.28983197096260327,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,0.8273772438659699,1.3555735383351193,-0.47454519624983954,-0.4736736092984604,2.5791993789277026,-0.5609748304808925,-0.5750521876470324,0.6570349458301799,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1,-1.5661069258891576,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,-1.071451314921757,-0.8551256526299365,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0.8273772438659699,1.3555735383351193,2.2474704895351842,0.7676298785983874,-0.5688371232977536,1.9195639980971482,-1.1882511095746335,-0.9116550207966698,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1,0.8273772438659699,1.3555735383351193,0.4327933656785018,5.73284383018578,-0.5688371232977536,3.1598334123861687,1.439744270115086,0.36025576295482997,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,1.0051811278149745,-0.5609748304808925,0.03814673428056891,0.6146379197051299,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,-1.5661069258891576,-0.7376951317802901,2.2474704895351842,2.0089333664952354,-0.5688371232977536,2.5396987052416584,-1.334250852890729,-0.9823167310050864,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0.8273772438659699,1.3555735383351193,-0.47454519624983954,-0.4736736092984604,2.5791993789277026,-0.5609748304808925,1.0017450401667993,2.9464743565828795,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.03814673428056891,-0.3180966550459699,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,-1.5661069258891576,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,1.0051811278149745,-0.5609748304808925,-0.7210519309631278,-0.12024386646240329,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1,-1.5661069258891576,1.3555735383351193,0.4327933656785018,-0.4736736092984604,1.0051811278149745,0.059159876663617696,-1.2174510582378526,-0.6007434958796365,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1,0.8273772438659699,1.3555735383351193,-0.47454519624983954,-0.4736736092984604,2.5791993789277026,-0.5609748304808925,-0.22465280368840304,1.1657992593307798,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,-0.3693648410115938,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,1.9653433460530298,0.6146379197051299,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,-1.5661069258891576,-0.7376951317802901,0.4327933656785018,-0.4736736092984604,1.0051811278149745,0.059159876663617696,-1.071451314921757,-0.4594200754628032,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,-1.5661069258891576,-0.7376951317802901,0.4327933656785018,-0.4736736092984604,-0.5688371232977536,0.059159876663617696,-0.6626520336366897,-0.6572728640463699,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,1.0051811278149745,-0.5609748304808925,1.6149439620944006,2.1409308602069297,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,-0.049453111709088414,-0.36049368117101993,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,0.8273772438659699,1.3555735383351193,1.340131927606843,-0.4736736092984604,-0.5688371232977536,0.6792945838081278,-0.3122526496780604,-0.4876847595461699,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1,0.8273772438659699,1.3555735383351193,0.4327933656785018,-0.4736736092984604,1.0051811278149745,0.059159876663617696,-0.6626520336366897,-0.06371449829566997,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
0,0.8273772438659699,1.3555735383351193,0.4327933656785018,-0.4736736092984604,-0.5688371232977536,0.059159876663617696,1.6149439620944006,0.4450498152049299,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
0,-0.3693648410115938,1.3555735383351193,0.4327933656785018,-0.4736736092984604,-0.5688371232977536,0.059159876663617696,-0.3122526496780604,-0.4876847595461699,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,1.0051811278149745,-0.5609748304808925,1.0893448861564567,1.6321665467063298,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1,-0.3693648410115938,1.3555735383351193,0.4327933656785018,2.0089333664952354,1.0051811278149745,1.299429290952638,-1.7138501855125774,-1.0812431252968697,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
1,0.8273772438659699,1.3555735383351193,-0.47454519624983954,-0.4736736092984604,2.5791993789277026,-0.5609748304808925,-0.22465280368840304,1.1657992593307798,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.9141451941771421,0.10587360620453,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,0.8273772438659699,-0.7376951317802901,0.4327933656785018,-0.4736736092984604,2.5791993789277026,0.059159876663617696,1.702543808084058,3.9640029835840793,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1,0.8273772438659699,1.3555735383351193,-0.47454519624983954,-0.4736736092984604,2.5791993789277026,-0.5609748304808925,1.8777435000633727,4.218385140334379,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,0.8273772438659699,-0.7376951317802901,1.340131927606843,-0.4736736092984604,1.0051811278149745,0.6792945838081278,-0.049453111709088414,0.5298438674550299,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0,0.8273772438659699,1.3555735383351193,0.4327933656785018,-0.4736736092984604,-0.5688371232977536,0.059159876663617696,-0.3122526496780604,-0.4876847595461699,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,0.8273772438659699,-0.7376951317802901,3.1548090514635256,0.7676298785983874,-0.5688371232977536,2.5396987052416584,-1.275850955564291,-0.9540520469217199,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,-0.049453111709088414,-0.36049368117101993,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1,-1.5661069258891576,1.3555735383351193,0.4327933656785018,-0.4736736092984604,1.0051811278149745,0.059159876663617696,-0.4582523929941559,0.13413829028789667,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,-0.3693648410115938,1.3555735383351193,0.4327933656785018,-0.4736736092984604,-0.5688371232977536,0.059159876663617696,-0.19545285502518395,-0.4311553913794366,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,-1.5661069258891576,-0.7376951317802901,-0.47454519624983954,0.7676298785983874,1.0051811278149745,0.059159876663617696,0.008946785617349802,0.5863732356217632,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1,-1.5661069258891576,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,-1.3926507502171672,-1.0105814150884531,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1,-0.3693648410115938,1.3555735383351193,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,-0.6626520336366897,-0.6572728640463699,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,1.0051811278149745,-0.5609748304808925,0.5637458102185128,1.1234022332057298,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1,-0.3693648410115938,1.3555735383351193,0.4327933656785018,2.0089333664952354,-0.5688371232977536,1.299429290952638,-1.5970503908597011,-1.1095078093802364,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
0,0.8273772438659699,-0.7376951317802901,4.0621476133918675,2.0089333664952354,-0.5688371232977536,3.779968119530679,-0.9254515716056616,-0.7844639424215198,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,1.0051811278149745,-0.5609748304808925,0.03814673428056891,0.6146379197051299,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1,-1.5661069258891576,1.3555735383351193,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,-0.779451828289566,-0.7138022322131031,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0,-1.5661069258891576,-0.7376951317802901,0.4327933656785018,-0.4736736092984604,-0.5688371232977536,0.059159876663617696,-0.5750521876470324,-0.6148758379213198,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0.8273772438659699,-0.7376951317802901,2.2474704895351842,2.0089333664952354,-0.5688371232977536,2.5396987052416584,-1.5386504935332628,-1.0812431252968697,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
0,-1.5661069258891576,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,1.0051811278149745,-0.5609748304808925,-1.4218506988803865,-0.7985962844632032,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1,0.8273772438659699,-0.7376951317802901,0.4327933656785018,0.7676298785983874,1.0051811278149745,0.6792945838081278,-0.5750521876470324,0.021079553954430015,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1,-0.3693648410115938,1.3555735383351193,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,-0.19545285502518395,-0.4311553913794366,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,-0.22465280368840304,-0.4452877334211199,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,0.8273772438659699,1.3555735383351193,3.1548090514635256,2.0089333664952354,-0.5688371232977536,3.1598334123861687,-0.3998524956677177,-0.5300817856712199,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
0,0.8273772438659699,-0.7376951317802901,1.340131927606843,-0.4736736092984604,-0.5688371232977536,0.6792945838081278,0.3885461182391982,-0.14850855054576995,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
0,-0.3693648410115938,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,-0.020253163045869306,-0.3463613391293366,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,0.8273772438659699,1.3555735383351193,4.0621476133918675,2.0089333664952354,-0.5688371232977536,3.779968119530679,-0.487452341657375,-0.5724788117962699,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
0,-0.3693648410115938,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,-0.6626520336366897,-0.6572728640463699,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0.8273772438659699,-0.7376951317802901,0.4327933656785018,-0.4736736092984604,1.0051811278149745,0.059159876663617696,0.3885461182391982,0.9538141287055298,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.9141451941771421,0.10587360620453,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.30094627224954085,-0.19090557667081995,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,1.702543808084058,0.48744684132997995,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,-0.3122526496780604,-0.4876847595461699,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,-0.3693648410115938,-0.7376951317802901,-0.47454519624983954,2.0089333664952354,-0.5688371232977536,0.6792945838081278,-1.889049877491892,-1.2508312297970698,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
1,0.8273772438659699,1.3555735383351193,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.7389455021978275,0.021079553954430015,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.03814673428056891,-0.3180966550459699,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.6513456562081702,-0.021317472170619977,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,0.8273772438659699,1.3555735383351193,-0.47454519624983954,-0.4736736092984604,2.5791993789277026,-0.5609748304808925,0.30094627224954085,1.9289457295816799,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,-1.5661069258891576,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,-1.071451314921757,-0.8551256526299365,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1,-0.3693648410115938,1.3555735383351193,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,-0.8962516229424425,-0.7703316003798365,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1,0.8273772438659699,1.3555735383351193,2.2474704895351842,-0.4736736092984604,-0.5688371232977536,1.299429290952638,1.0017450401667993,0.14827063232958,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,0.8273772438659699,-0.7376951317802901,0.4327933656785018,3.250236854392083,-0.5688371232977536,1.9195639980971482,-0.487452341657375,-0.5724788117962699,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.30094627224954085,-0.19090557667081995,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
1,-1.5661069258891576,1.3555735383351193,2.2474704895351842,2.0089333664952354,-0.5688371232977536,2.5396987052416584,-1.2174510582378526,-0.9257873628383532,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.21334642625988354,-0.23330260279586995,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.6513456562081702,-0.021317472170619977,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,-0.13705295769874573,-0.4028907072960699,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,-1.5661069258891576,-0.7376951317802901,0.4327933656785018,-0.4736736092984604,-0.5688371232977536,0.059159876663617696,-0.5458522389838132,-0.6007434958796365,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0.8273772438659699,-0.7376951317802901,0.4327933656785018,2.0089333664952354,-0.5688371232977536,1.299429290952638,0.3885461182391982,-0.14850855054576995,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,3.2793410358978896,1.2505933115808798,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,1.0893448861564567,0.19066765845463,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,-1.5661069258891576,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,1.0051811278149745,-0.5609748304808925,0.18414647759666444,0.7559613401219633,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1,-1.5661069258891576,-0.7376951317802901,-0.47454519624983954,0.7676298785983874,1.0051811278149745,0.059159876663617696,-1.2174510582378526,-0.6007434958796365,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1,-0.3693648410115938,1.3555735383351193,-0.47454519624983954,0.7676298785983874,-0.5688371232977536,0.059159876663617696,0.09654663160700712,-0.28983197096260327,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,-0.3693648410115938,-0.7376951317802901,0.4327933656785018,-0.4736736092984604,-0.5688371232977536,0.059159876663617696,0.09654663160700712,-0.28983197096260327,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0,0.8273772438659699,1.3555735383351193,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.5637458102185128,-0.06371449829566997,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.30094627224954085,-0.19090557667081995,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,-1.5661069258891576,-0.7376951317802901,-0.47454519624983954,0.7676298785983874,-0.5688371232977536,0.059159876663617696,-1.275850955564291,-0.9540520469217199,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,1.0017450401667993,0.14827063232958,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,0.8273772438659699,-0.7376951317802901,1.340131927606843,-0.4736736092984604,-0.5688371232977536,0.6792945838081278,1.3521444241254288,0.31785873682977994,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.5637458102185128,-0.06371449829566997,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1,0.8273772438659699,1.3555735383351193,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,-0.049453111709088414,-0.36049368117101993,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
1,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,-0.3122526496780604,-0.4876847595461699,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,1.439744270115086,0.36025576295482997,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
1,0.8273772438659699,1.3555735383351193,0.4327933656785018,-0.4736736092984604,2.5791993789277026,0.059159876663617696,0.5637458102185128,2.31051896470713,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
