Survived,Pclass,Sex,SibSp,Parch,Embarked,family_size,Singleton,SmallFamily,LargeFamily,Age_Class,Age_Class_Emb,Age_Adults,Age_Children,Age_Middle Age,Age_Retired,Age_Senior,Age_Teens,Age_Young Adults,Age_Youngsters,Fare_Extremely High,Fare_Extremely Low,Fare_High,Fare_Low,Fare_Very High,Fare_Very Low,Cabin_A,Cabin_B,Cabin_C,Cabin_D,Cabin_E,Cabin_F,Cabin_G,Cabin_T,Cabin_U,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Officer,Title_Royality
1,-0.3693648410115938,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.8119223343984152,-0.6981970580620328,-0.2734755972512319,-0.715097168167565,-0.6928163509799277,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0.8273772438659699,1.3555735383351193,0.4327933656785018,-0.4736736092984604,-0.5688371232977536,0.059159876663617626,-1.2316448970959013,1.4322604033532795,-0.2734755972512319,0.8375734636949074,0.07605154106569015,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,0.8273772438659699,1.3555735383351193,-0.47454519624983954,-0.4736736092984604,1.0051811278149745,-0.5609748304808925,0.8119223343984152,-0.6981970580620328,-0.2734755972512319,-0.21707073907960214,0.38069730961206705,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,-0.3693648410115938,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.8119223343984152,-0.6981970580620328,-0.2734755972512319,0.16377300081119298,-0.2576081101993893,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,-0.3693648410115938,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.8119223343984152,-0.6981970580620328,-0.2734755972512319,0.10518165621260911,-0.2866219929180919,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0.8273772438659699,1.3555735383351193,-0.47454519624983954,-0.4736736092984604,2.5791993789277026,-0.5609748304808925,0.8119223343984152,-0.6981970580620328,-0.2734755972512319,-0.5686188066711053,0.6853430781584439,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,-1.5661069258891576,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.8119223343984152,-0.6981970580620328,-0.2734755972512319,-1.0666452357590681,-0.8668996472921431,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.8273772438659699,1.3555735383351193,2.2474704895351842,0.7676298785983874,-0.5688371232977536,1.9195639980971482,-1.2316448970959013,-0.6981970580620328,3.6566333890527614,-1.183827924956236,-0.9249274127295481,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,0.8273772438659699,1.3555735383351193,0.4327933656785018,5.73284383018578,-0.5688371232977536,3.1598334123861687,-1.2316448970959013,-0.6981970580620328,3.6566333890527614,1.452782581980038,0.38069730961206705,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,1.0051811278149745,-0.5609748304808925,0.8119223343984152,-0.6981970580620328,-0.2734755972512319,1.7164436326736654,2.295613569046436,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,-1.5661069258891576,-0.7376951317802901,2.2474704895351842,2.0089333664952354,-0.5688371232977536,2.5396987052416584,-1.2316448970959013,-0.6981970580620328,3.6566333890527614,-1.3303062864526956,-0.9974621195263046,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0.8273772438659699,1.3555735383351193,-0.47454519624983954,-0.4736736092984604,2.5791993789277026,-0.5609748304808925,0.8119223343984152,-0.6981970580620328,-0.2734755972512319,1.452782581980038,3.688279939544159,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.8119223343984152,-0.6981970580620328,-0.2734755972512319,1.3648955650821621,0.3371764855340132,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,-1.5661069258891576,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,1.0051811278149745,-0.5609748304808925,0.8119223343984152,-0.6981970580620328,-0.2734755972512319,-0.715097168167565,-0.1125386966058765,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,-1.5661069258891576,1.3555735383351193,0.4327933656785018,-0.4736736092984604,1.0051811278149745,0.059159876663617626,-1.2316448970959013,1.4322604033532795,-0.2734755972512319,-1.154532252656944,-0.5477469373864149,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0.8273772438659699,1.3555735383351193,-0.47454519624983954,-0.4736736092984604,2.5791993789277026,-0.5609748304808925,0.8119223343984152,-0.6981970580620328,-0.2734755972512319,1.6285566157757896,3.949404884012482,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,-0.3693648410115938,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.8119223343984152,-0.6981970580620328,-0.2734755972512319,1.9801046833672928,0.6418222540803901,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,-1.5661069258891576,-0.7376951317802901,0.4327933656785018,-0.4736736092984604,1.0051811278149745,0.059159876663617626,-1.2316448970959013,1.4322604033532795,-0.2734755972512319,-1.0666452357590681,-0.46070528923030724,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,-1.5661069258891576,-0.7376951317802901,0.4327933656785018,-0.4736736092984604,-0.5688371232977536,0.059159876663617626,-1.2316448970959013,1.4322604033532795,-0.2734755972512319,-0.6565058235689811,-0.6638024682612251,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,1.0051811278149745,-0.5609748304808925,0.8119223343984152,-0.6981970580620328,-0.2734755972512319,-0.39284477287535374,0.20661401329985166,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.8119223343984152,-0.6981970580620328,-0.2734755972512319,-0.04129670528385056,-0.35915669971484826,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0.8273772438659699,1.3555735383351193,1.340131927606843,-0.4736736092984604,-0.5688371232977536,0.6792945838081278,-1.2316448970959013,1.4322604033532795,-0.2734755972512319,-0.30495775597747793,-0.48971917194900977,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,0.8273772438659699,1.3555735383351193,0.4327933656785018,-0.4736736092984604,1.0051811278149745,0.059159876663617626,-1.2316448970959013,1.4322604033532795,-0.2734755972512319,-0.6565058235689811,-0.054510931168471374,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0.8273772438659699,1.3555735383351193,0.4327933656785018,-0.4736736092984604,-0.5688371232977536,0.059159876663617626,-1.2316448970959013,1.4322604033532795,-0.2734755972512319,1.6285566157757896,0.4677389577681747,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,-0.3693648410115938,1.3555735383351193,0.4327933656785018,-0.4736736092984604,-0.5688371232977536,0.059159876663617626,-1.2316448970959013,1.4322604033532795,-0.2734755972512319,-0.30495775597747793,-0.48971917194900977,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,1.0051811278149745,-0.5609748304808925,0.8119223343984152,-0.6981970580620328,-0.2734755972512319,-0.21707073907960214,0.38069730961206705,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,-0.3693648410115938,1.3555735383351193,0.4327933656785018,2.0089333664952354,1.0051811278149745,1.299429290952638,-1.2316448970959013,1.4322604033532795,-0.2734755972512319,-1.7111500263434907,-1.0990107090417636,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,0.8273772438659699,1.3555735383351193,-0.47454519624983954,-0.4736736092984604,2.5791993789277026,-0.5609748304808925,0.8119223343984152,-0.6981970580620328,-0.2734755972512319,-0.21707073907960214,1.20759296709509,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.8119223343984152,-0.6981970580620328,-0.2734755972512319,1.8043306495715412,0.5547806059242824,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0.8273772438659699,-0.7376951317802901,0.4327933656785018,-0.4736736092984604,2.5791993789277026,0.059159876663617626,-1.2316448970959013,1.4322604033532795,-0.2734755972512319,0.7496864467970316,2.643780161670867,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0.8273772438659699,1.3555735383351193,-0.47454519624983954,-0.4736736092984604,2.5791993789277026,-0.5609748304808925,0.8119223343984152,-0.6981970580620328,-0.2734755972512319,0.9254604805927832,2.9049051061391897,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0.8273772438659699,-0.7376951317802901,1.340131927606843,-0.4736736092984604,1.0051811278149745,0.6792945838081278,-1.2316448970959013,1.4322604033532795,-0.2734755972512319,0.7496864467970316,1.3381554393292514,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0.8273772438659699,1.3555735383351193,0.4327933656785018,-0.4736736092984604,-0.5688371232977536,0.059159876663617626,-1.2316448970959013,1.4322604033532795,-0.2734755972512319,-0.30495775597747793,-0.48971917194900977,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0.8273772438659699,-0.7376951317802901,3.1548090514635256,0.7676298785983874,-0.5688371232977536,2.5396987052416584,-1.2316448970959013,-0.6981970580620328,3.6566333890527614,-1.2717149418541116,-0.9684482368076021,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.8119223343984152,-0.6981970580620328,-0.2734755972512319,-0.04129670528385056,-0.35915669971484826,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,-1.5661069258891576,1.3555735383351193,0.4327933656785018,-0.4736736092984604,1.0051811278149745,0.059159876663617626,-1.2316448970959013,1.4322604033532795,-0.2734755972512319,-0.4514361174739376,0.14858624786244654,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,-0.3693648410115938,1.3555735383351193,0.4327933656785018,-0.4736736092984604,-0.5688371232977536,0.059159876663617626,-1.2316448970959013,1.4322604033532795,-0.2734755972512319,-0.18777506678031022,-0.43169140651160465,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,-1.5661069258891576,-0.7376951317802901,-0.47454519624983954,0.7676298785983874,1.0051811278149745,0.059159876663617626,-1.2316448970959013,1.4322604033532795,-0.2734755972512319,0.017294639314733306,0.6128083713616875,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,-1.5661069258891576,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.8119223343984152,-0.6981970580620328,-0.2734755972512319,-0.9787582188611924,-0.8233788232140892,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,-0.3693648410115938,1.3555735383351193,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.8119223343984152,-0.6981970580620328,-0.2734755972512319,-0.6565058235689811,-0.6638024682612251,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,1.0051811278149745,-0.5609748304808925,0.8119223343984152,-0.6981970580620328,-0.2734755972512319,0.57391241300128,1.1640721430170362,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,-0.3693648410115938,1.3555735383351193,0.4327933656785018,2.0089333664952354,-0.5688371232977536,1.299429290952638,-1.2316448970959013,1.4322604033532795,-0.2734755972512319,-1.593967337146323,-1.128024591760466,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0.8273772438659699,-0.7376951317802901,4.0621476133918675,2.0089333664952354,-0.5688371232977536,3.779968119530679,-1.2316448970959013,-0.6981970580620328,3.6566333890527614,-0.9201668742626086,-0.7943649404953866,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,1.0051811278149745,-0.5609748304808925,0.8119223343984152,-0.6981970580620328,-0.2734755972512319,0.046590311614025236,0.6418222540803901,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,-1.5661069258891576,1.3555735383351193,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.8119223343984152,-0.6981970580620328,-0.2734755972512319,-0.7736885127661488,-0.7218302336986303,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,-1.5661069258891576,-0.7376951317802901,0.4327933656785018,-0.4736736092984604,-0.5688371232977536,0.059159876663617626,-1.2316448970959013,1.4322604033532795,-0.2734755972512319,-0.5686188066711053,-0.6202816441831713,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0.8273772438659699,-0.7376951317802901,2.2474704895351842,2.0089333664952354,-0.5688371232977536,2.5396987052416584,-1.2316448970959013,-0.6981970580620328,3.6566333890527614,-1.535375992547739,-1.0990107090417636,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,-1.5661069258891576,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,1.0051811278149745,-0.5609748304808925,0.8119223343984152,-0.6981970580620328,-0.2734755972512319,-1.3596019587519874,-0.7508441164173328,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0.8273772438659699,-0.7376951317802901,0.4327933656785018,0.7676298785983874,1.0051811278149745,0.6792945838081278,-1.2316448970959013,1.4322604033532795,-0.2734755972512319,1.0133474974906589,1.5992803837975746,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,-0.3693648410115938,1.3555735383351193,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.8119223343984152,-0.6981970580620328,-0.2734755972512319,-0.18777506678031022,-0.43169140651160465,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.8119223343984152,-0.6981970580620328,-0.2734755972512319,-0.21707073907960214,-0.4461983478709559,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0.8273772438659699,1.3555735383351193,3.1548090514635256,2.0089333664952354,-0.5688371232977536,3.1598334123861687,-1.2316448970959013,-0.6981970580620328,3.6566333890527614,-0.39284477287535374,-0.5332399960270636,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0.8273772438659699,-0.7376951317802901,1.340131927606843,-0.4736736092984604,-0.5688371232977536,0.6792945838081278,-1.2316448970959013,1.4322604033532795,-0.2734755972512319,0.3981383792055284,-0.14155257932457907,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,-0.3693648410115938,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.8119223343984152,-0.6981970580620328,-0.2734755972512319,-0.012001032984558626,-0.344649758355497,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0.8273772438659699,1.3555735383351193,4.0621476133918675,2.0089333664952354,-0.5688371232977536,3.779968119530679,-1.2316448970959013,-0.6981970580620328,3.6566333890527614,-0.48073178977322956,-0.5767608201051174,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,-0.3693648410115938,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.8119223343984152,-0.6981970580620328,-0.2734755972512319,-0.6565058235689811,-0.6638024682612251,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0.8273772438659699,-0.7376951317802901,0.4327933656785018,-0.4736736092984604,1.0051811278149745,0.059159876663617626,-1.2316448970959013,1.4322604033532795,-0.2734755972512319,0.3981383792055284,0.9899888467048208,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.8119223343984152,-0.6981970580620328,-0.2734755972512319,0.9254604805927832,0.11957236514374399,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.8119223343984152,-0.6981970580620328,-0.2734755972512319,0.3102513623076526,-0.1850734034026329,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.8119223343984152,-0.6981970580620328,-0.2734755972512319,-0.39284477287535374,-0.5332399960270636,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.8119223343984152,-0.6981970580620328,-0.2734755972512319,1.892217666469417,0.5983014300023363,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,-0.3693648410115938,-0.7376951317802901,-0.47454519624983954,2.0089333664952354,-0.5688371232977536,0.6792945838081278,-1.2316448970959013,1.4322604033532795,-0.2734755972512319,-1.8869240601392423,-1.273094005353979,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,0.8273772438659699,1.3555735383351193,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.8119223343984152,-0.6981970580620328,-0.2734755972512319,0.7496864467970316,0.03253071698763631,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0.8273772438659699,-0.7376951317802901,-0.47454519624983954,-0.4736736092984604,-0.5688371232977536,-0.5609748304808925,0.8119223343984152,-0.6981970580620328,-0.2734755972512319,0.046590311614025236,-0.3156358756367944,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
